"","PLAYERS","NO_APPEARANCES","ARCHETYPE_NAMES","ARCHETYPE_COUNT","URL"
"266","_kg",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-07#_kg_th_place"
"267","ChillingLauge",1,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-07#chillinglauge_th_place"
"268","PhReSHTinGZ",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-04-12#phreshtingz_nd_place"
"269","Whitecell",1,"Neobrand","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-04-12#whitecell_th_place"
"270","ack_s",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-12#ack_s_th_place"
"271","JV_7777",1,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-12#jv__th_place"
"272","David1987",1,"Niv To Light","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-12#david_th_place"
"273","Sarv",1,"Grinding Breach","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-12#sarv_th_place"
"274","heterotic",1,"Gruul Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-17#heterotic_th_place"
"275","twinlesstwin",1,"Delver","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-19#twinlesstwin_st_place"
"276","Fatcaster_Mage",1,"Bant Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-19#fatcaster_mage_rd_place"
"277","J4V13R",1,"Golgari Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-19#jvr_th_place"
"278","retiredcapivara",1,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-19#retiredcapivara_th_place"
"279","Marvellion",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-19#marvellion_th_place"
"280","Nbfalcao",1,"Bant Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-19#nbfalcao_nd_place"
"281","zMunkeyXz",1,"Mill","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-19#zmunkeyxz_th_place"
"282","Coly2",1,"Devoted","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-19#coly_th_place"
"283","Finespoo",1,"Devoted","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-19#finespoo_th_place"
"284","NicolasBeland",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-19#nicolasbeland_th_place"
"285","dejoyjoe",1,"Uroza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-20#dejoyjoe_th_place"
"286","GR_DONKIN",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-04-22#gr_donkin_st_place"
"287","ander_lizarrakoa",1,"Uroza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-04-22#ander_lizarrakoa_rd_place"
"288","Acekiller",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2020-04-22#acekiller_th_place"
"289","blackcat1922",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-26#blackcat_rd_place"
"290","sokos13",1,"UBRG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-26#sokos_th_place"
"291","Wisnia",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-26#wisnia_th_place"
"292","ZoeR",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-26#zoer_th_place"
"293","Blade400",1,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-26#blade_st_place"
"294","NIMAME",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-26#nimame_th_place"
"295","Rhianne",1,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-04-26#rhianne_th_place"
"296","Oliver_Hart",1,"Grixis Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-27#oliver_hart_st_place"
"297","Andrea94",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-27#andrea_th_place"
"298","sacca93",1,"Primeval Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-04-27#sacca_th_place"
"299","Callad0",1,"Primeval Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-03#callad_th_place"
"300","MHayashi",1,"Boros Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-03#mhayashi_th_place"
"301","BlueLips",1,"Bant Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-03#bluelips_th_place"
"302","pizzaslinger",1,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-03#pizzaslinger_th_place"
"303","mansak",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-03#mansak_st_place"
"304","Golgarburr",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-03#golgarburr_rd_place"
"305","yuurari_yuko",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-03#yuurari_yuko_th_place"
"306","TennTyou",1,"Niv To Light","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-03#tenntyou_th_place"
"307","Adam_Hen",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-04#adam_hen_nd_place"
"308","Gsy",1,"Boros Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-04#gsy_rd_place"
"309","ColletClow",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-04#colletclow_th_place"
"310","SknerusMcKwacz",1,"Boros Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-04#sknerusmckwacz_th_place"
"311","tabulartony1",1,"Bant Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-04#tabulartony_th_place"
"312","Kenzaburo",1,"Abzan Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-04#kenzaburo_th_place"
"313","PlebSwagger",1,"Boros Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-10#plebswagger_nd_place"
"314","NinoMtg",1,"Delver","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-10#ninomtg_th_place"
"315","Wizard_Of_Jack",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-10#wizard_of_jack_th_place"
"316","CaptainFarbosa",1,"Reclamation","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-10#captainfarbosa_th_place"
"317","Slatorade",1,"Bogles","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-10#slatorade_nd_place"
"318","TopherMarsh",1,"Uroza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-10#tophermarsh_th_place"
"319","GiovaniMF",1,"Boros Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-10#giovanimf_th_place"
"320","ilidioTheBrabo157SL",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-10#ilidiothebrabosl_th_place"
"321","pmc22337",1,"Reclamation","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-10#pmc_th_place"
"322","Saviall",1,"Green Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-11#saviall_st_place"
"323","Namkrew___Lacsap",1,"Primeval Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-11#namkrew___lacsap_th_place"
"324","tzirkel",1,"Boros Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-11#tzirkel_th_place"
"325","KIMCHIMAN",1,"Boros Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-11#kimchiman_th_place"
"326","egadd2894",1,"Blue Scapeshift","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-17#egadd_st_place"
"327","GALL",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-17#gall_rd_place"
"328","GrandDrou",1,"Mardu Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-17#granddrou_th_place"
"329","HarlanMTG",1,"Stoneblade","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-17#harlanmtg_th_place"
"330","Bugsy69",1,"Thopter Urza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-17#bugsy_th_place"
"331","karatedom",1,"Boros Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-17#karatedom_nd_place"
"332","Beenew",1,"Mardu Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-17#beenew_rd_place"
"333","Lord_of_Puntlantis",1,"Electro Balance","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-17#lord_of_puntlantis_th_place"
"334","gottelicious",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-17#gottelicious_th_place"
"335","ThePurpleMage",1,"Devoted","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-17#thepurplemage_th_place"
"336","StormQrow",1,"Titan Shift","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-18#stormqrow_nd_place"
"337","BananOlaf",1,"Rakdos Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-18#bananolaf_th_place"
"338","zibb",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-24#zibb_th_place"
"339","TheYostWithTheMost",1,"Rakdos Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-24#theyostwiththemost_th_place"
"340","triosk",1,"Rakdos Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-25#triosk_st_place"
"341","Venom1",1,"Rakdos Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-25#venom_th_place"
"342","robb93",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-25#robb_th_place"
"343","PredatorStyle",1,"Bogles","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-26#predatorstyle_th_place"
"344","Smok1ngBUDS",1,"Rakdos Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-26#smokngbuds_th_place"
"345","Sanchez5272",1,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-26#sanchez_th_place"
"346","B1gDan",1,"Jund Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-26#bgdan_th_place"
"347","leclairandy",1,"Stoneblade","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-31#leclairandy_st_place"
"348","Sonic_Smasher",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-31#sonic_smasher_nd_place"
"349","July0",1,"Bogles","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-31#july_th_place"
"350","Lordzedane",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-31#lordzedane_th_place"
"351","3minem",1,"Rakdos Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-05-31#minem_th_place"
"352","Ryan100495",1,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-31#ryan_nd_place"
"353","DarkKeeper",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-05-31#darkkeeper_th_place"
"354","AutumnLily",1,"Reclamation","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-01#autumnlily_th_place"
"355","Zonast",1,"Delver","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-06-02#zonast_st_place"
"356","FalseMufn",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-06-02#falsemufn_th_place"
"357","WingedHussar",1,"Neobrand","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-super-qualifier-2020-06-02#wingedhussar_th_place"
"358","hugofreitas1",1,"Gifts Storm","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#hugofreitas_nd_place"
"359","Finalnub",1,"Neobrand","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-06-07#finalnub_th_place"
"360","Yanti",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#yanti_th_place"
"361","SvenSvenSven",1,"Izzet Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-08#svensvensven_th_place"
"362","tendercloud",1,"Hardened Scales","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-14#tendercloud_th_place"
"363","hugo87",1,"Gifts Storm","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-15#hugo_st_place"
"364","Janh",1,"Sultai Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-15#janh_rd_place"
"365","TheSouthDakota",1,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-15#thesouthdakota_th_place"
"366","Jiggywiggy",1,"Kinnan Legends","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#jiggywiggy_th_place"
"367","PaChA94s",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-21#pachas_th_place"
"368","djbmppwns",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-28#djbmppwns_th_place"
"369","OYU",1,"Infect","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-29#oyu_th_place"
"370","RogerSteady",1,"Delver","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-29#rogersteady_th_place"
"371","E-GirlUWU",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-06-29#e-girluwu_th_place"
"372","Bullz0Eye",1,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-06#bullzeye_st_place"
"373","PTarts2win",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-06#ptartswin_nd_place"
"374","matiaskm",1,"Devoted","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-06#matiaskm_th_place"
"375","Ouranos139",1,"Goblins","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-06#ouranos_th_place"
"376","jmeyer2030",1,"Blue Scapeshift","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-07-12#jmeyer_nd_place"
"377","wambocombo2020",1,"Blue Scapeshift","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-07-12#wambocombo_th_place"
"378","BSK_hercules",1,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-07-12#bsk_hercules_th_place"
"379","sfitz",1,"Thopter Urza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-13#sfitz_nd_place"
"380","Polikasoll",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-13#polikasoll_th_place"
"381","Gigy",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-13#gigy_th_place"
"382","HeyPharaoh",1,"Stoneblade","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-20#heypharaoh_nd_place"
"383","iuriper",1,"Stoneblade","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-20#iuriper_rd_place"
"384","rastaf",1,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-20#rastaf_th_place"
"385","LalauWBA",1,"Gruul Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-20#lalauwba_th_place"
"386","Shazzam",1,"Stoneblade","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-26#shazzam_nd_place"
"387","hoveydw",1,"Jund Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-26#hoveydw_th_place"
"388","Maratiam",1,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-27#maratiam_th_place"
"389","blastoids",1,"Stoneblade","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12-0#blastoids_st_place"
"390","GedionRavenor",1,"Reclamation","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12-0#gedionravenor_nd_place"
"391","LyaApocalypse",1,"Green Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12-0#lyaapocalypse_rd_place"
"392","andrw1232",1,"Rakdos Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12-0#andrw_th_place"
"393","_Falcon_",1,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12-0#_falcon__th_place"
"394","Yooisa",1,"Infect","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12#yooisa_rd_place"
"395","dsissowin",1,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12#dsissowin_th_place"
"396","sakuragi21722749",1,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12#sakuragi_th_place"
"397","romanmy",1,"Mardu Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-08-09#romanmy_nd_place"
"398","Selfeisek",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-08-09#selfeisek_rd_place"
"399","SparTaNxX",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-08-09#spartanxx_th_place"
"400","XxquestionablyawesomexX",1,"Bogles","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-08-09#xxquestionablyawesomexx_th_place"
"401","Nosferatu",1,"Bant Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-08-09#nosferatu_th_place"
"402","StrawberryPi",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-10#strawberrypi_rd_place"
"403","yuseimax",1,"Soulflayer","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-10#yuseimax_th_place"
"404","SSkarm",1,"Blue Scapeshift","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-10#sskarm_th_place"
"405","aplapp",1,"Rakdos Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-16#aplapp_rd_place"
"406","Pennywisse",1,"Grixis Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-16#pennywisse_th_place"
"407","flatnose",1,"Merfolk","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-16#flatnose_th_place"
"408","edward40hands",1,"Golgari Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-16#edwardhands_th_place"
"409","kbzx",1,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-17#kbzx_st_place"
"410","Fluorspar",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-17#fluorspar_th_place"
"411","Snusnumrick",1,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-17#snusnumrick_th_place"
"412","CHILLEDADED",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-17#chilledaded_th_place"
"413","hcook725",1,"Uroza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-30#hcook_st_place"
"414","Jack_Kashtan",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-30#jack_kashtan_th_place"
"415","Fayrawks",1,"Reclamation","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-31#fayrawks_nd_place"
"416","HotBread",1,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-31#hotbread_rd_place"
"417","vixyp",1,"Stoneblade","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-31#vixyp_th_place"
"418","Oscar_Franco",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-31#oscar_franco_th_place"
"419","AceTrainerBlue",1,"Yawgmoth","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-06#acetrainerblue_th_place"
"420","Hyeri0418",1,"Crabvine","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-06#hyeri_th_place"
"421","bennybo",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-07#bennybo_rd_place"
"422","komattaman",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-07#komattaman_th_place"
"423","ImmanuelKantrolGod",1,"Bant Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-07#immanuelkantrolgod_th_place"
"424","scipios",1,"Crabvine","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-07#scipios_th_place"
"425","_Logic_",1,"Bant Blink","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-13#_logic__st_place"
"426","Kuhb",1,"Devoted","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-13#kuhb_nd_place"
"427","yume-mana",1,"Stoneblade","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-13#yume-mana_th_place"
"428","mRichi",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-13#mrichi_th_place"
"429","CitrusD",1,"Yawgmoth","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-13#citrusd_th_place"
"430","Skrown",1,"Grixis Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-14#skrown_th_place"
"431","Artem_Kuhtin",1,"White Devotion","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-14#artem_kuhtin_th_place"
"432","bomberboss",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-09-14#bomberboss_st_place"
"433","3HaLeX1",1,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-09-14#halex_th_place"
"434","TheEnzym",1,"Mill","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-20#theenzym_st_place"
"435","DrRobertSpaghetti",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-20#drrobertspaghetti_rd_place"
"436","staffmat1992",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-20#staffmat_th_place"
"437","Graven_Cairns",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-20#graven_cairns_th_place"
"438","Giocatore_Medio_92",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-21#giocatore_medio__rd_place"
"439","maximusdee",1,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-21#maximusdee_th_place"
"440","trader08111",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-21#trader_th_place"
"441","benchsummer",1,"UBRG Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-21#benchsummer_th_place"
"442","Reynad",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-09-21#reynad_nd_place"
"443","RearrangedAS",1,"Spirits","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-09-21#rearrangedas_rd_place"
"444","TebbeBear",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-09-21#tebbebear_th_place"
"445","mathguy31415",1,"Green Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-09-21#mathguy_th_place"
"446","Chuckles1248",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-09-21#chuckles_th_place"
"447","slow_brz",1,"Mardu Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champs-2020-09-21#slow_brz_th_place"
"448","Bedell",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-27#bedell_rd_place"
"449","GodOfSlaughter",1,"Niv To Light","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-27#godofslaughter_th_place"
"450","rob85tx",1,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-27#robtx_th_place"
